"identificador";"nome";"avaliacao"
"2157944X";FOOD AND NUTRITION SCIENCES;nulo
"00018708";ADVANCES IN MATHEMATICS (NEW YORK. 1965);A2
"01044036";ENSAIO - AVALIAÇÃO E POLÍTICAS PÚBLICAS EM EDUCAÇÃO;B1
"01039059";MATEMATICA CONTEMPORANEA;nulo
LREC;International Conference on Language Resources and Evaluation;A1
"23013567";JOURNAL OF ECONOMICS, BUSINESS AND MANAGEMENT;nulo
"21797994";REVISTA BRASILEIRA DE MEDICINA DE FAMILIA E COMUNIDADE;nulo
"19401736";MITOCHONDRIAL DNA;B3
"20763417";APPLIED SCIENCES (SWITZERLAND);A3
"09755896";GLOBAL JOURNAL OF SCIENCE FRONTIER RESEARCH;nulo
"16142942";TREE GENETICS & GENOMES (PRINT);A1
"2165347X";JOURNAL OF GRAPHICS TOOLS;nulo
GEOINFO;Brazilian Symposium on GeoInformatics;B1
"17411114";INTERNATIONAL JOURNAL OF WEB AND GRID SERVICES (ONLINE);A3
WHC;IEEE World Haptics Conference;A2
ACMIDC;ACM Interaction Design and Children;A2
"22365281";RELATÓRIOS TÉCNICOS DO INCOD;nulo
"21821801";REVISTA DE CIÊNCIAS DA COMPUTAÇÃO;nulo
"01962892";IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING;A1
ISIC;International Symposium on Integrated Circuits;B2
IC3K;International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management;B3
"0022037X";THE JOURNAL OF DEVELOPING AREAS;nulo
MobiArch;Workshop on Mobility in the Evolving Internet Architecture;B1
FOCS;IEEE Annual Symposium on Foundations of Computer Science;A1
IVA;International Conference on Intelligent Virtual Agents;A3
"02731177";ADVANCES IN SPACE RESEARCH;A2
IoTAAL;Workshop on Internet of Things for Ambient Assisted Living;B4
GeoSim;International Workshop on Geospatial Simulation;B4
"15375110";BIOSYSTEMS ENGINEERING;A1
"22839216";CHEMICAL ENGINEERING TRANSACTIONS;B2
"22880860";IT CONVERGENCE PRACTICE (INPRA)!;nulo
AICCSA;ACS/IEEE International Conference on Computer Systems and Applications;B2
AI;Canadian Conference on Artificial Intelligence;B2
DASIP;Conference on Design and Architectures for Signal and Image Processing;B2
ACIRS;Asia-Pacific Conference on Intelligent Robot Systems;B4
"15662535";INFORMATION FUSION (PRINT);A1
"19840179";REALIDADE VIRTUAL;nulo
"19516355";THE EUROPEAN PHYSICAL JOURNAL. SPECIAL TOPICS;A3
"02181940";INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING;B1
LATINCRYPT;International Conference on Cryptology and Information Security in Latin America;B1
"1755375X";ACTA OPHTHALMOLOGICA (2008. PRINT);A2
"16648021";FRONTIERS IN GENETICS;B2
"13909134";LATIN-AMERICAN JOURNAL OF COMPUTING;nulo
DFTVS;IEEE International Symposium on Defect and Fault Tolerance of VLSI Systems;B1
"21530378";JOURNAL OF BIOPHYSICAL CHEMISTRY (ONLINE);nulo
"08268185";INTERNATIONAL JOURNAL OF ROBOTICS AND AUTOMATION;B1
FoSSaCS;International Conference on Foundations of Software Science and Computation Structures;A3
"00189529";IEEE TRANSACTIONS ON RELIABILITY;A1
OOPSLA;Conference on Object-Oriented Programming Systems, Languages, and Applications;A2
DH;Digital Heritage;B1
ACNS;Applied Cryptography and Network Security;A3
SANER;IEEE International Conference on Software Analysis, Evolution and Reengineering;A2
ICTIR;Conference on the Theory of Information Retrieval;B1
"18093264";REVISTA QUERUBIM;nulo
ISCIS;International Symposium on Computer and Information Sciences;A3
"09284931";MATERIALS SCIENCE & ENGINEERING. C, BIOMIMETIC MATERIALS, SENSORS AND SYSTEMS (PRINT);A1
"15537358";PLOS COMPUTATIONAL BIOLOGY (ONLINE);A1
"16641078";FRONTIERS IN PSYCHOLOGY;A3
"19832052";TROPICAL PLANT PATHOLOGY;A4
"19828829";TEMPUS ACTAS DE SAÚDE COLETIVA;nulo
"15564665";ACM TRANSACTIONS ON AUTONOMOUS AND ADAPTIVE SYSTEMS;A1
PoEM;IFIP WG 8.1 Working Conference on the Practice of Enterprise Modelling;B4
"10613773";COMPUTER APPLICATIONS IN ENGINEERING EDUCATION;A3
CMN;Congress on Numerical Methods in Engineering;B4
"18690327";APPLIED CLINICAL INFORMATICS;A4
"3PGCIC";International Conference on P2P, Parallel, Grid, Cloud and Internet Computing;B1
WPES;Annual ACM workshop on Privacy in the electronic society;A3
SESCPS;International Workshop on Software Engineering for Smart Cyber-Physical Systems;B3
"03005771";INTERNATIONAL JOURNAL OF EPIDEMIOLOGY;A1
"23164522";REVISTA MILITAR DE CIÊNCIA E TECNOLOGIA;nulo
"15732916";JOURNAL OF GLOBAL OPTIMIZATION (DORDRECHT. ONLINE);A2
SIGDIAL;Annual Meeting of the Special Interest Group on Discourse and Dialogue;A2
IRMMW;International Conference on Infrared, Millimeter, and Terahertz Waves;A4
BCS-HCI;Conference of the British Computer Society Human Computer Interaction Specialist Group;B1
"00946354";A.A.N.A. JOURNAL;B1
WCCM;World Congress in Computational Mechanics;B4
"1366588X";INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;A1
"01770667";ENGINEERING WITH COMPUTERS;A1
"22311548";INTERNATIONAL JOURNAL OF ADVANCED INFORMATION TECHNOLOGY;nulo
IDCS;International Conference on Internet and Distributed Computing Systems;B2
"00393215";STUDIA LOGICA;A3
"01912615";TRANSPORTATION RESEARCH, SERIES B: METHODOLOGICAL;A1
"12903868";RECHERCHE OPÉRATIONNELLE;B1
"22273743";JOURNAL OF MODERN MATHEMATICS FRONTIER;nulo
CIMSIVP;IEEE Symposium on Computational Intelligence for Multimedia, Signal and Vision Processing;B3
"17445485";INTERNATIONAL JOURNAL OF BIOINFORMATICS RESEARCH AND APPLICATIONS (PRINT);B3
"13864564";INFORMATION RETRIEVAL (BOSTON);A1
"14753081";THEORY AND PRACTICE OF LOGIC PROGRAMMING (ONLINE);A3
SPACE;International Conference on Security, Privacy, and Applied Cryptography Engineering;B1
SBSR;Simpósio Brasileiro de Sensoriamento Remoto;B2
GIOTS;GLOBAL INTERNET OF THINGS SUMMIT;B2
"16656423";JOURNAL OF APPLIED RESEARCH AND TECHNOLOGY;A2
SIN;International Conference on Security of Information and Networks;B1
"19805764";DEMENTIA & NEUROPSYCHOLOGIA;B2
"00097322";CIRCULATION (NEW YORK, N.Y.);A1
"15504646";JOURNAL OF MOBILE MULTIMEDIA;A4
"19836635";RGO. REVISTA GESTÃO ORGANIZACIONAL (ONLINE);nulo
LAGOS;Latin-American Algorithms, Graphs and Optimization Symposium;B3
RELAW;International Workshop on Requirements Engineering and Law;B3
"10502947";PHYSICAL REVIEW. A;A1
"09296212";WIRELESS PERSONAL COMMUNICATIONS;A4
MIC;Metaheuristics International Conference;B3
"15725286";DISCRETE OPTIMIZATION;A4
"13076892";WORD ACADEMY OF SCIENCE, ENGINEERING AND TECHONOLOGY;nulo
UBIMUS;Workshop de Música Ubíqua;B4
ICIAP;International Conference on Image Analysis and Processing;A3
"20571976";BIOMEDICAL PHYSICS & ENGINEERING EXPRESS;B2
VLHCC;IEEE Symposium on Visual Languages and Human-Centric Computing;A3
DATE;Design, Automation and Test in Europe Conference and Exhibition;A1
"1124318X";EUROPEAN TRANSACTIONS ON TELECOMMUNICATIONS;A3
"07160917";PROYECCIONES (OPEN ACCESS);B3
ICM;International Conference on Microelectronics;B2
"21931801";SPRINGERPLUS;A2
CMMR;International Symposium on Computer Music Multidisciplinary Research;A4
KnowLOD;Workshop on Knowledge Discovery and Data Mining Meets Linked Open Data;B4
CGIM;International Conference on Computer Graphics and Imaging;B3
AGERE;Workshop on Programming based on Actors, Agents, and Decentralized Control;B3
"10636706";IEEE TRANSACTIONS ON FUZZY SYSTEMS;A1
"18082793";SCIENTIA PLENA;nulo
HCOMP;Conference on Human Computation and Crowdsourcing;A3
"18650473";EARTH SCIENCE INFORMATICS (PRINT);A2
WCX;SAE World Congress Experience;B4
"2172038X";RENEWABLE ENERGY & POWER QUALITY JOURNAL (RE&PQJ);B3
ToRPorEsp;Workshop on Tools and Resources for Automatically Processing Portuguese and Spanish;B4
"18096875";COFFEE SCIENCE;B3
"0301679X";TRIBOLOGY INTERNATIONAL;A1
WI-IAT;AT - IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology;A4
ICCPS;International Conference on Cyber-Physical Systems;A2
KDD;ACM SIGKDD Conference on Knowledge Discovery and Data Mining;A1
"13494198";INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING, INFORMATION & CONTROL;B2
"01959298";JOURNAL OF NONDESTRUCTIVE EVALUATION;A3
"09298673";CURRENT MEDICINAL CHEMISTRY;A2
"22360468";INTERCIÊNCIA & SOCIEDADE - REVISTA ELETRÔNICA;nulo
"21776652";REVISTA GESTÃO & TECNOLOGIA;nulo
HR;Workshop on Hybrid Reasoning;B4
"00121797";DIABETES (NEW YORK, N.Y.);A1
"14248220";SENSORS (BASEL);A2
"01681656";JOURNAL OF BIOTECHNOLOGY;A2
"00928240";BULLETIN OF MATHEMATICAL BIOLOGY (PRINT);A2
"15730565";MACHINE LEARNING (DORDRECHT. ONLINE);A3
"09729038";INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND APPLICATIONS (ONLINE);B2
"02706474";THE JOURNAL OF NEUROSCIENCE;A2
WCRE;Working Conference on Reverse Engineering;A3
"22448659";BULLETIN OF COMPUTATIONAL APPLIED MATHEMATICS;B2
"16331311";INGÉNIERIE DES SYSTEMES D'INFORMATION;B3
EDBT;International Conference on Extending Database Technology;A2
SBCAS;Simpósio Brasileiro de Computação Aplicada à Saúde;B3
ISOLA;International Symposium on Leveraging Applications of Formal Methods, Verification and Validation;A4
"00139580";EPILEPSIA (COPENHAGEN);A1
SPIN;International SPIN symposium on Model Checking of Software;A4
"11804882";JOURNAL OF PSYCHIATRY & NEUROSCIENCE;A1
ICTCS;Italian Conference on Theoretical Computer Science;B4
"16764056";PRODUCT (IGDP);nulo
"23594292";ARCHIVES OF ENDOCRINOLOGY AND METABOLISM;B1
"15461998";JOURNAL OF LOW POWER ELECTRONICS (PRINT);B3
"15487660";JOURNAL OF STATISTICAL SOFTWARE;A1
"18632653";BRAIN STRUCTURE & FUNCTION (PRINT);A1
ECAI;European Conference on Artificial Intelligence;A3
"17445493";INTERNATIONAL JOURNAL OF BIOINFORMATICS RESEARCH AND APPLICATIONS (ONLINE);B3
AOFA;International Conference on Probabilistic, Combinatorial and Asymptotic Methods for the Analysis of Algorithms;B4
"21852839";INTERNATIONAL JOURNAL OF NETWORKING AND COMPUTING;nulo
"09635483";COMBINATORICS, PROBABILITY & COMPUTING (PRINT);A3
"10692509";INTEGRATED COMPUTER-AIDED ENGINEERING;A1
"2073431X";COMPUTERS;A4
ICOIN;International Conference on Information Networking;A3
"18659284";MEMETIC COMPUTING;A1
"18690238";JOURNAL OF INTERNET SERVICES AND APPLICATIONS (JISA);A2
"24094285";INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND SOFTWARE ENGINEERING;nulo
"22372091";PESQUISA E PLANEJAMENTO ECONÔMICO (ONLINE);nulo
"10171398";NUMERICAL ALGORITHMS;A2
PACIS;Pacific Asia Conference on Information Systems;A3
"15369323";JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS;A2
RTCSA;International Conference on Embedded and Real-Time Computing Systems and Applications;A3
EMBS;IEEE-EMBS International Conference on Biomedical and Health Informatics;A3
"16145046";INNOVATIONS IN SYSTEMS AND SOFTWARE ENGINEERING (PRINT);B2
"16876180";EURASIP JOURNAL ON ADVANCES IN SIGNAL PROCESSING (ONLINE);A3
"15325008";ELECTRIC POWER COMPONENTS AND SYSTEMS;A4
LAWCN;Latin-American Workshop on Computational Neuroscience;B4
"21527385";APPLIED MATHEMATICS;nulo
CHI;ACM Conference on Human Factors in Computing Systems;A1
"03014207";RESOURCES POLICY;A1
DIVANET;ACM Symposium on Development and Analysis of Intelligent Vehicular Networks and Applications;B2
"15361276";IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS;A1
TASE;Theoretical Aspects of Software Engineering;B1
CODASPY;ACM Conference on Data and Application Security and Privacy;A2
"18612032";JOURNAL ON DATA SEMANTICS (PRINT);A3
ATVA;International Symposium on Automated Technology for Verification and Analysis;A4
UCAMI;International Conference on Ubiquitous Computing and Ambient Intelligence;B2
"07387989";JOURNAL OF MATERIALS EDUCATION;nulo
VISSOFT;IEEE Working Conference on Software Visualization;A4
"01046500";JOURNAL OF THE BRAZILIAN COMPUTER SOCIETY (IMPRESSO) (JBCS);A2
"09410643";NEURAL COMPUTING & APPLICATIONS (PRINT);A2
WCGA;WORKSHOP DE COMPUTAÇÃO EM CLOUDS E APLICAÇÕES;B4
"02955075";EUROPHYSICS LETTERS (PRINT);A3
"1516084X";INFORMÁTICA NA EDUCAÇÃO (IMPRESSO);nulo
"1414512X";MULTITEMAS (UCDB);nulo
MIDDLEWARE;International Middleware Conference;A3
SSBSE;International Symposium on Search Based Software Engineering;A4
"14327643";SOFT COMPUTING (HEIDELBERG);A1
"10668888";THE VLDB JOURNAL;A2
ISPASS;IEEE International Symposium on Performance Analysis of Systems and Software;A3
LANOMS;Latin-American Network Operations and Management Symposium;B4
"24484180";UNIVERSO PM - REVISTA DE GERENCIAMENTO DE PROJETOS;nulo
GEM;IEEE Games, Entertainment, Media Conference;B1
"0030364X";OPERATIONS RESEARCH;A2
PacificVis;IEEE Pacific Visualization Symposium;A3
"21791074";JOURNAL OF MICROWAVES, OPTOELECTRONICS AND ELECTROMAGNETIC APPLICATIONS;B2
"09598324";MICROELECTRONICS JOURNAL;A4
"23687533";FOUNDATIONS - JOURNAL OF THE PROFESSIONAL PETROLEUM DATA MANAGEMENT ASSOCIATION (PRINT);nulo
"23765992";PEERJ COMPUTER SCIENCE;A1
CNSM;International Conference on Network and Service Management;A3
"09205489";COMPUTER STANDARDS & INTERFACES;A1
T&D;IEEE/PES Transmission and Distribution Conference and Exposition;A3
"22787917";INTERNATIONAL JOURNAL OF ADVANCED STUDIES IN COMPUTER SCIENCE AND ENGINEERING;nulo
ICDAR;International Conference on Document Analysis and Recognition;A2
"1940087X";JOURNAL OF VISUALIZED EXPERIMENTS;B1
ICLP;International Conference on Logic Programming;A3
"00032670";ANALYTICA CHIMICA ACTA (PRINT);A1
"18399940";JOURNAL OF GENOMICS;nulo
"23582006";REVISTA MAPA D2;nulo
SESoS;International Workshop on Software Engineering for Systems-of-Systems;B2
CAiSE-Forum;CAiSE Forum;B3
"14528630";APPLICABLE ANALYSIS AND DISCRETE MATHEMATICS;A3
"15308677";WIRELESS COMMUNICATIONS AND MOBILE COMPUTING;A4
"09280987";EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES;A2
TechDebt;International Conference on Technical Debt;B4
SRDS;IEEE Symposium on Reliable Distributed Systems;A3
SBQS;Simpósio Brasileiro de Qualidade de Software;B1
EASE;International Conference on Evaluation and Assessment in Software Engineering;A3
COMSOC;International Workshop on Computational Social Choice;B4
"22962565";FRONTIERS IN PUBLIC HEALTH;B1
"16875893";ADVANCES IN HUMAN-COMPUTER INTERACTION (PRINT);B1
ICGJ;International Conference on Game Jams, Hackathons, and Game Creation Events;B3
WCN;WORKSHOP ON CLOUD NETWORKS;B4
"01979337";EARTH SURFACE PROCESSES AND LANDFORMS (PRINT);A1
"16773071";REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO (RESI);nulo
"00301299";OIKOS (KOBENHAVN);A1
ICWI;International Conference on WWW/Internet;B4
"18669956";COGNITIVE COMPUTATION (PRINT);A1
"18750931";JOURNAL ON CHAIN AND NETWORK SCIENCE (ONLINE);B1
CogSIMA;IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support;B2
"22360972";GEP  REVISTA DE GESTÃO E PROJETOS;nulo
ICMEW;IEEE International Conference on Multimedia and Expo Workshops;A3
"10739149";INSTRUMENTATION SCIENCE & TECHNOLOGY;A4
MTSR;International Conference on Metadata and Semantics Research;B2
"18092039";RAI : REVISTA DE ADMINISTRAÇÃO E INOVAÇÃO;nulo
ICGSE;IEEE International Conference on Global Software Engineering;B1
"14690268";INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE AND APPLICATIONS;B1
"07185006";FORMACIÓN UNIVERSITARIA;A3
"09515666";AI & SOCIETY;A1
NESY@HLAI;Workshop on Neural-Symbolic Learning and Reasoning;B4
EuroVISW;EuroVis Workshop on Visual Analytics (EuroVA);B4
MIKON;International Conference on Microwave, Radar and Wireless Communications;B3
CLEF;Conference and Labs of the Evaluation Forum;B3
IWS;Iberchip Workshop;B4
"20054246";INTERNATIONAL JOURNAL OF U- AND E-SERVICE, SCIENCE AND TECHNOLOGY;nulo
"2525376X";REVISTA DE GRADUAÇÃO DA USP;nulo
"21907439";PHOTONIC SENSORS (ONLINE);A4
ICPR;International Conference on Pattern Recognition;A2
"22552863";ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL;nulo
CGC;International Conference on Cloud and Green Computing;A4
PROPOR;International Conference on Computational Processing of the Portuguese Language;B1
BIGDSSAGRO;International Conference on Agro BigData and Decision Support Systems in Agriculture;B4
"19961073";ENERGIES (BASEL);A2
"03043975";THEORETICAL COMPUTER SCIENCE;A3
"01419331";MICROPROCESSORS AND MICROSYSTEMS;A4
"10184864";TELECOMMUNICATIONS SYSTEMS;A3
"09600833";SOFTWARE TESTING, VERIFICATION & RELIABILITY;A2
ISWC;International Semantic Web Conference;A1
"21900558";JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGY;A4
RE;IEEE International Requirements Engineering Conference;A3
BIBE;IEEE International Conference on BioInformatics and BioEngineering;A3
WD;Wireless Days Conference;A4
VECPAR;International Meeting on High Performance Computing for Computational Science;B4
"08883270";MECHANICAL SYSTEMS AND SIGNAL PROCESSING;A1
"22381031";JOURNAL OF TRANSPORT LITERATURE;nulo
DEXA;International Conference on Database and Expert Systems Applications;A4
"23188839";TECNOLOGIAS, SOCIEDADE E CONHECIMENTO;nulo
"00319007";PHYSICAL REVIEW LETTERS (PRINT);A1
"00104485";CAD COMPUTER AIDED DESIGN;A2
"18631711";SIGNAL, IMAGE AND VIDEO PROCESSING;A3
ICALT;IEEE International Conference on Advanced Learning Technologies;A3
ECSQARU;European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty;B1
"19297092";JOURNAL OF REVIEWS ON GLOBAL ECONOMICS;B4
"3DUI";IEEE Symposium on 3D User Interfaces;A3
SCCC;International Conference of the Chilean Computer Science Society;B3
RIECS;European Conference on Radiation and Its Effects on Components and Systems;B1
IRI;IEEE International Conference on Information Reuse and Integration;A4
OzCHI;Australian Conference on Human-Computer Interaction;A3
"15502376";PHYSICAL REVIEW E (STATISTICAL, NONLINEAR, AND SOFT MATTER PHYSICS);nulo
"0921030X";NATURAL HAZARDS (DORDRECHT);A2
"01674943";ARCHIVES OF GERONTOLOGY AND GERIATRICS;A1
"09424962";MULTIMEDIA SYSTEMS;A2
"22790543";INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH AND REVIEWS;nulo
ICPE;International Conference on Performance Engineering;A3
LINKDEM;Workshop on Linked Democracy : Artificial Intelligence for Democratic Innovation;B4
TRUSTCOM;International Conference on Trust, Security and Privacy in Computing and Communications;A3
"02196913";INTERNATIONAL JOURNAL OF WAVELETS, MULTIRESOLUTION AND INFORMATION PROCESSING;B2
"18414311";ADVANCED MODELLING AND OPTIMIZATION;nulo
"09255273";INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS;A1
CIT;IEEE International Conference on Computer and Information Technology;B3
ICINCO;International Conference on Informatics in Control, Automation and Robotics;A4
"03064379";INFORMATION SYSTEMS (OXFORD);A2
WCNC;IEEE Wireless Communications and Networking Conference;A3
RSP;IEEE International Symposium on Rapid System Prototyping;B2
"01784617";ALGORITHMICA;A3
SenSys;ACM Conference on Embedded Network Sensor Systems;A2
"18704069";RESEARCH IN COMPUTING SCIENCE;nulo
"00978493";COMPUTERS & GRAPHICS;A2
SEMISH;Seminário Integrado de Software e Hardware;B1
"10976647";JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE;A1
"21752745";REVISTA DE INFORMÁTICA TEÓRICA E APLICADA;B4
"17425255";EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY;A1
"17456150";BIOLOGY DIRECT;A1
EXP.AT;Experiment@ International Conference;B2
LCTRTS;ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems;B4
DASFAA;International Conference on Database Systems for Advanced Applications;A3
WMOD;Workshop on Software Modularity;B4
"21778833";JOURNAL OF COMPUTACIONAL INTERDISCIPLINARY SCIENCES;nulo
